|home|away|date|home_pts|away_pts|game_id
943|POR|SAC|2020-03-07|111|123|21900945
226|IND|ORL|2019-11-23|111|106|21900227
853|UTA|PHX|2020-02-24|111|131|21900855
835|ATL|DAL|2020-02-22|111|107|21900837
63|SAC|CHA|2019-10-30|111|118|21900064
50|LAC|CHA|2019-10-28|111|96|21900051
882|PHX|DET|2020-02-28|111|113|21900884
479|MIL|ORL|2019-12-28|111|100|21900480
906|SAS|IND|2020-03-02|111|116|21900908
260|MIL|ATL|2019-11-27|111|102|21900261
766|LAL|HOU|2020-02-06|111|121|21900768
368|DET|DAL|2019-12-12|111|122|21900369
450|PHX|DEN|2019-12-23|111|113|21900451
680|DET|BKN|2020-01-25|111|121|21900681
646|MIL|CHI|2020-01-20|111|98|21900647
640|BKN|PHI|2020-01-20|111|117|21900641
168|HOU|IND|2019-11-15|111|102|21900169
14|HOU|MIL|2019-10-24|111|117|21900015
88|CLE|DAL|2019-11-03|111|131|21900089
416|MIL|LAL|2019-12-19|111|104|21900417
26|DET|PHI|2019-10-26|111|117|21900027
174|CHI|BKN|2019-11-16|111|117|21900175
391|DEN|NYK|2019-12-15|111|105|21900392
699|CLE|NOP|2020-01-28|111|125|21900700
1047|DEN|LAC|2020-08-12|111|124|21901307
167|ORL|SAS|2019-11-15|111|109|21900168
810|MEM|POR|2020-02-12|111|104|21900812
784|OKC|BOS|2020-02-09|111|112|21900786
230|CLE|POR|2019-11-23|110|104|21900231
944|BKN|CHI|2020-03-08|110|107|21900946
839|UTA|HOU|2020-02-22|110|120|21900841
300|TOR|MIA|2019-12-03|110|121|21900301
482|SAC|PHX|2019-12-28|110|112|21900483
890|BOS|HOU|2020-02-29|110|111|21900892
579|OKC|LAL|2020-01-11|110|125|21900580
590|DET|NOP|2020-01-13|110|117|21900591
980|OKC|UTA|2020-08-01|110|94|21901240
997|SAC|DAL|2020-08-04|110|114|21901257
179|DAL|TOR|2019-11-16|110|102|21900180
3|IND|DET|2019-10-23|110|119|21900004
1001|POR|HOU|2020-08-04|110|102|21901261
554|CHA|TOR|2020-01-08|110|112|21900555
336|MIA|CHI|2019-12-08|110|105|21900337
73|DAL|LAL|2019-11-01|110|119|21900074
864|WAS|BKN|2020-02-26|110|106|21900866
800|PHI|LAC|2020-02-11|110|103|21900802
694|CHI|SAS|2020-01-27|110|109|21900695
355|CLE|HOU|2019-12-11|110|116|21900356
380|TOR|BKN|2019-12-14|110|102|21900381
687|NYK|BKN|2020-01-26|110|97|21900688
337|PHI|TOR|2019-12-08|110|104|21900338
64|GSW|PHX|2019-10-30|110|121|21900065
373|MIA|LAL|2019-12-13|110|113|21900374
400|CHA|SAC|2019-12-17|110|102|21900401
399|PHX|POR|2019-12-16|110|111|21900400
386|DEN|OKC|2019-12-14|110|102|21900387
127|CHA|NOP|2019-11-09|110|115|21900128
29|CLE|IND|2019-10-26|110|99|21900030
269|CLE|MIL|2019-11-29|110|119|21900270
899|GSW|WAS|2020-03-01|110|124|21900901
62|UTA|LAC|2019-10-30|110|96|21900063
75|GSW|SAS|2019-11-01|110|127|21900076
438|TOR|DAL|2019-12-22|110|107|21900439
343|BOS|CLE|2019-12-09|110|88|21900344
346|MIL|ORL|2019-12-09|110|101|21900347
934|NOP|MIA|2020-03-06|110|104|21900936
263|NOP|LAL|2019-11-27|110|114|21900264
563|PHI|BOS|2020-01-09|109|98|21900564
1056|IND|MIA|2020-08-14|109|92|21901316
201|PHI|NYK|2019-11-20|109|104|21900202
516|BOS|ATL|2020-01-03|109|106|21900517
950|DAL|IND|2020-03-08|109|112|21900952
177|MIA|NOP|2019-11-16|109|94|21900178
956|DEN|MIL|2020-03-09|109|95|21900958
398|OKC|CHI|2019-12-16|109|106|21900399
395|HOU|SAS|2019-12-16|109|107|21900396
166|CHA|DET|2019-11-15|109|106|21900167
712|CLE|TOR|2020-01-30|109|115|21900714
404|UTA|ORL|2019-12-17|109|102|21900405
408|WAS|CHI|2019-12-18|109|110|21900409
390|BKN|PHI|2019-12-15|109|89|21900391
435|SAS|LAC|2019-12-21|109|134|21900436
381|CHI|LAC|2019-12-14|109|106|21900382
758|OKC|CLE|2020-02-05|109|103|21900760
366|BOS|PHI|2019-12-12|109|115|21900367
426|DEN|MIN|2019-12-20|109|100|21900427
633|GSW|ORL|2020-01-18|109|95|21900634
317|TOR|HOU|2019-12-05|109|119|21900318
274|OKC|NOP|2019-11-29|109|104|21900275
905|CHI|DAL|2020-03-02|109|107|21900907
444|DET|PHI|2019-12-23|109|125|21900445
575|LAC|GSW|2020-01-10|109|100|21900576
208|CHI|DET|2019-11-20|109|89|21900209
573|UTA|CHA|2020-01-10|109|92|21900574
993|NOP|MEM|2020-08-03|109|99|21901253
118|ATL|SAC|2019-11-08|109|121|21900119
580|DAL|PHI|2020-01-11|109|91|21900581
367|SAS|CLE|2019-12-12|109|117|21900368
101|DEN|MIA|2019-11-05|109|89|21900102
79|WAS|MIN|2019-11-02|109|131|21900080
142|SAS|MEM|2019-11-11|109|113|21900143
1017|PHI|ORL|2020-08-07|108|101|21901277
8|DAL|WAS|2019-10-23|108|100|21900009
186|NOP|GSW|2019-11-17|108|100|21900187
555|IND|MIA|2020-01-08|108|122|21900556
231|MEM|LAL|2019-11-23|108|109|21900232
1026|TOR|MEM|2020-08-09|108|99|21901286
22|DEN|PHX|2019-10-25|108|107|21900023
84|IND|CHI|2019-11-03|108|95|21900085
58|BKN|IND|2019-10-30|108|118|21900059
926|SAC|PHI|2020-03-05|108|125|21900928
938|CHA|HOU|2020-03-07|108|99|21900940
489|LAL|DAL|2019-12-29|108|95|21900490
218|CHI|MIA|2019-11-22|108|116|21900219
113|PHX|MIA|2019-11-07|108|124|21900114
960|CHI|CLE|2020-03-10|108|103|21900962
995|UTA|LAL|2020-08-03|108|116|21901255
585|BKN|ATL|2020-01-12|108|86|21900586
362|PHX|MEM|2019-12-11|108|115|21900363
782|PHX|DEN|2020-02-08|108|117|21900784
359|BKN|CHA|2019-12-11|108|113|21900360
683|PHI|LAL|2020-01-25|108|91|21900684
811|MIN|CHA|2020-02-12|108|115|21900813
477|HOU|BKN|2019-12-28|108|98|21900478
622|OKC|MIA|2020-01-17|108|115|21900623
98|ATL|SAS|2019-11-05|108|100|21900099
143|GSW|UTA|2019-11-11|108|122|21900144
749|NOP|MIL|2020-02-04|108|120|21900751
771|OKC|DET|2020-02-07|108|101|21900773
321|DET|IND|2019-12-06|108|101|21900322
322|BOS|DEN|2019-12-06|108|95|21900323
825|WAS|CLE|2020-02-21|108|113|21900827
863|CLE|PHI|2020-02-26|108|94|21900865
748|LAC|SAS|2020-02-03|108|105|21900750
114|LAC|POR|2019-11-07|107|101|21900115
152|SAC|POR|2019-11-12|107|99|21900153
1057|LAC|OKC|2020-08-14|107|103|21901317
983|TOR|LAL|2020-08-01|107|92|21901243
945|MIN|NOP|2020-03-08|107|120|21900947
211|LAC|BOS|2019-11-20|107|104|21900212
965|GSW|LAC|2020-03-10|107|131|21900967
636|SAS|MIA|2020-01-19|107|102|21900637
846|POR|DET|2020-02-23|107|104|21900848
862|CHA|NYK|2020-02-26|107|101|21900864
637|DEN|IND|2020-01-19|107|115|21900638
267|DET|CHA|2019-11-29|107|110|21900268
902|ORL|POR|2020-03-02|107|130|21900904
598|BKN|UTA|2020-01-14|107|118|21900599
610|HOU|POR|2020-01-15|107|117|21900611
916|DET|OKC|2020-03-04|107|114|21900918
484|LAC|UTA|2019-12-28|107|120|21900485
285|MIN|MEM|2019-12-01|107|115|21900286
277|POR|CHI|2019-11-29|107|103|21900278
275|SAS|LAC|2019-11-29|107|97|21900276
108|DAL|ORL|2019-11-06|107|106|21900109
644|HOU|OKC|2020-01-20|107|112|21900645
652|DAL|LAC|2020-01-21|107|110|21900653
448|MIA|UTA|2019-12-23|107|104|21900449
659|TOR|PHI|2020-01-22|107|95|21900660
429|CHA|UTA|2019-12-21|107|114|21900430
759|DAL|MEM|2020-02-05|107|121|21900761
335|CHA|ATL|2019-12-08|107|122|21900336
431|DET|CHI|2019-12-21|107|119|21900432
385|HOU|DET|2019-12-14|107|115|21900386
723|PHX|OKC|2020-01-31|107|111|21900725
370|ORL|HOU|2019-12-13|107|130|21900371
388|IND|CHA|2019-12-15|107|85|21900389
7|PHI|BOS|2019-10-23|107|93|21900008
169|MEM|UTA|2019-11-15|107|106|21900170
1041|MEM|BOS|2020-08-11|107|122|21901301
161|NYK|DAL|2019-11-14|106|103|21900162
537|LAL|DET|2020-01-05|106|99|21900538
986|MEM|SAS|2020-08-02|106|108|21901246
93|MIN|MIL|2019-11-04|106|134|21900094
708|NYK|MEM|2020-01-29|106|127|21900710
716|DEN|UTA|2020-01-30|106|100|21900718
574|SAC|MIL|2020-01-10|106|127|21900575
526|CLE|OKC|2020-01-04|106|121|21900527
415|ATL|UTA|2019-12-19|106|111|21900416
951|HOU|ORL|2020-03-08|106|126|21900953
770|IND|TOR|2020-02-07|106|115|21900772
685|SAS|TOR|2020-01-26|106|110|21900686
681|CLE|CHI|2020-01-25|106|118|21900682
675|NOP|DEN|2020-01-24|106|113|21900676
159|POR|TOR|2019-11-13|106|114|21900160
507|CLE|CHA|2020-01-02|106|109|21900508
239|CLE|BKN|2019-11-25|106|108|21900240
236|WAS|SAC|2019-11-24|106|113|21900237
310|CHI|MEM|2019-12-04|106|99|21900311
824|ORL|DAL|2020-02-21|106|122|21900826
818|DET|MIL|2020-02-20|106|126|21900820
297|SAC|CHI|2019-12-02|106|113|21900298
109|UTA|PHI|2019-11-06|106|104|21900110
505|MIL|MIN|2020-01-01|106|104|21900506
872|IND|POR|2020-02-27|106|100|21900874
283|BKN|MIA|2019-12-01|106|109|21900284
897|SAC|DET|2020-03-01|106|100|21900899
605|MIA|SAS|2020-01-15|106|100|21900606
428|GSW|NOP|2019-12-20|106|102|21900429
339|DAL|SAC|2019-12-08|106|110|21900340
502|OKC|DAL|2019-12-31|106|101|21900503
915|CLE|BOS|2020-03-04|106|112|21900917
52|DEN|DAL|2019-10-29|106|109|21900053
860|POR|BOS|2020-02-25|106|118|21900862
638|WAS|DET|2020-01-20|106|100|21900639
457|LAL|LAC|2019-12-25|106|111|21900458
558|DAL|DEN|2020-01-08|106|107|21900559
1034|MIL|TOR|2020-08-10|106|114|21901294
305|CHA|GSW|2019-12-04|106|91|21900306
803|OKC|SAS|2020-02-11|106|114|21900805
823|GSW|HOU|2020-02-20|105|135|21900825
327|SAS|SAC|2019-12-06|105|104|21900328
517|ORL|MIA|2020-01-03|105|85|21900518
904|MIA|MIL|2020-03-02|105|89|21900906
889|MEM|LAL|2020-02-29|105|88|21900891
792|IND|BKN|2020-02-10|105|106|21900794
569|CHI|IND|2020-01-10|105|116|21900570
271|IND|ATL|2019-11-29|105|104|21900272
470|GSW|PHX|2019-12-27|105|96|21900471
334|BKN|DEN|2019-12-08|105|102|21900335
401|IND|LAL|2019-12-17|105|102|21900402
939|DET|UTA|2020-03-07|105|111|21900941
773|SAC|MIA|2020-02-07|105|97|21900775
762|NYK|ORL|2020-02-06|105|103|21900764
41|NYK|CHI|2019-10-28|105|98|21900042
925|HOU|LAC|2020-03-05|105|120|21900927
89|LAC|UTA|2019-11-03|105|94|21900090
210|DEN|HOU|2019-11-20|105|95|21900211
979|DEN|MIA|2020-08-01|105|125|21901239
80|MEM|PHX|2019-11-02|105|114|21900081
178|MIN|HOU|2019-11-16|105|125|21900179
43|TOR|ORL|2019-10-28|104|95|21900044
703|MEM|DEN|2020-01-28|104|96|21900704
947|BOS|OKC|2020-03-08|104|105|21900949
531|GSW|DET|2020-01-04|104|111|21900532
319|CHA|BKN|2019-12-06|104|111|21900320
528|CHI|BOS|2020-01-04|104|111|21900529
294|ATL|GSW|2019-12-02|104|79|21900295
830|UTA|SAS|2020-02-21|104|113|21900832
463|SAC|MIN|2019-12-26|104|105|21900464
837|CHI|PHX|2020-02-22|104|112|21900839
292|CHA|PHX|2019-12-02|104|109|21900293
284|NYK|BOS|2019-12-01|104|113|21900285
288|NOP|OKC|2019-12-01|104|107|21900289
494|UTA|DET|2019-12-30|104|81|21900495
71|BOS|NYK|2019-11-01|104|102|21900072
138|LAL|TOR|2019-11-10|104|113|21900139
442|LAL|DEN|2019-12-22|104|128|21900443
888|CLE|IND|2020-02-29|104|113|21900890
248|SAS|LAL|2019-11-25|104|114|21900249
586|TOR|SAS|2020-01-12|104|105|21900587
593|MIN|OKC|2020-01-13|104|117|21900594
940|CLE|DEN|2020-03-07|104|102|21900942
705|DAL|PHX|2020-01-28|104|133|21900706
538|CHA|IND|2020-01-06|104|115|21900539
1044|HOU|IND|2020-08-12|104|108|21901304
971|NOP|UTA|2020-07-30|104|106|21901231
120|NOP|TOR|2019-11-08|104|122|21900121
409|PHI|MIA|2019-12-18|104|108|21900410
919|NYK|UTA|2020-03-04|104|112|21900921
232|MIL|DET|2019-11-23|104|90|21900233
228|NYK|SAS|2019-11-23|104|111|21900229
682|MIN|OKC|2020-01-25|104|113|21900683
452|SAC|HOU|2019-12-23|104|113|21900453
254|CLE|ORL|2019-11-27|104|116|21900255
265|GSW|CHI|2019-11-27|104|90|21900266
295|MEM|IND|2019-12-02|104|117|21900296
668|CHA|MIL|2020-01-24|103|116|21900669
240|DET|ORL|2019-11-25|103|88|21900241
447|ORL|CHI|2019-12-23|103|95|21900448
243|BOS|SAC|2019-11-25|103|102|21900244
581|DEN|CLE|2020-01-11|103|111|21900582
42|ATL|PHI|2019-10-28|103|105|21900043
930|NYK|OKC|2020-03-06|103|126|21900932
717|LAC|SAC|2020-01-30|103|124|21900719
990|MIA|TOR|2020-08-03|103|107|21901250
123|UTA|MIL|2019-11-08|103|100|21900124
972|LAL|LAC|2020-07-30|103|101|21901232
946|LAC|LAL|2020-03-08|103|112|21900948
412|DAL|BOS|2019-12-18|103|109|21900413
513|SAS|OKC|2020-01-02|103|109|21900514
741|IND|DAL|2020-02-03|103|112|21900743
867|SAS|DAL|2020-02-26|103|109|21900869
628|ATL|DET|2020-01-18|103|136|21900629
347|NOP|DET|2019-12-09|103|105|21900348
870|UTA|BOS|2020-02-26|103|114|21900872
907|CHA|SAS|2020-03-03|103|104|21900909
67|LAC|SAS|2019-10-31|103|97|21900068
603|BOS|DET|2020-01-15|103|116|21900604
518|WAS|POR|2020-01-03|103|122|21900519
330|NYK|IND|2019-12-07|103|104|21900331
306|DET|MIL|2019-12-04|103|127|21900307
833|LAC|SAC|2020-02-22|103|112|21900835
293|PHI|UTA|2019-12-02|103|94|21900294
535|CLE|MIN|2020-01-05|103|118|21900536
549|BKN|OKC|2020-01-07|103|111|21900550
551|PHX|SAC|2020-01-07|103|114|21900552
27|ATL|ORL|2019-10-26|103|99|21900028
19|MEM|CHI|2019-10-25|102|110|21900020
100|OKC|ORL|2019-11-05|102|94|21900101
74|SAC|UTA|2019-11-01|102|101|21900075
132|ORL|IND|2019-11-10|102|109|21900133
466|CHA|OKC|2019-12-27|102|104|21900467
454|TOR|BOS|2019-12-25|102|118|21900455
462|DAL|SAS|2019-12-26|102|98|21900463
492|CHI|MIL|2019-12-30|102|123|21900493
156|HOU|LAC|2019-11-13|102|93|21900157
966|LAL|BKN|2020-03-10|102|104|21900968
350|GSW|MEM|2019-12-09|102|110|21900351
433|NYK|MIL|2019-12-21|102|123|21900434
121|DAL|NYK|2019-11-08|102|106|21900122
176|NYK|CHA|2019-11-16|102|103|21900177
523|BKN|TOR|2020-01-04|102|121|21900524
195|UTA|MIN|2019-11-18|102|112|21900196
253|CHA|DET|2019-11-27|102|101|21900254
655|ATL|LAC|2020-01-22|102|95|21900656
69|IND|CLE|2019-11-01|102|95|21900070
932|CHI|IND|2020-03-06|102|108|21900934
798|GSW|MIA|2020-02-10|101|113|21900800
503|WAS|ORL|2020-01-01|101|122|21900504
807|BKN|TOR|2020-02-12|101|91|21900809
582|POR|MIL|2020-01-11|101|122|21900583
245|TOR|PHI|2019-11-25|101|96|21900246
879|MEM|SAC|2020-02-28|101|104|21900881
377|SAC|NYK|2019-12-13|101|103|21900378
191|CHI|MIL|2019-11-18|101|115|21900192
235|NYK|BKN|2019-11-24|101|103|21900236
403|NOP|BKN|2019-12-17|101|108|21900404
591|IND|PHI|2020-01-13|101|95|21900592
261|SAS|MIN|2019-11-27|101|113|21900262
700|MIA|BOS|2020-01-28|101|109|21900701
204|BKN|CHA|2019-11-20|101|91|21900205
539|ORL|BKN|2020-01-06|101|89|21900540
165|DEN|BKN|2019-11-14|101|93|21900166
845|GSW|NOP|2020-02-23|101|115|21900847
458|DEN|NOP|2019-12-25|100|112|21900459
172|GSW|BOS|2019-11-15|100|105|21900173
1019|TOR|BOS|2020-08-07|100|122|21901279
279|SAC|DEN|2019-11-30|100|97|21900280
286|LAL|DAL|2019-12-01|100|114|21900287
609|DEN|CHA|2020-01-15|100|86|21900610
289|ORL|GSW|2019-12-01|100|96|21900290
475|WAS|NYK|2019-12-28|100|107|21900476
911|DEN|GSW|2020-03-03|100|116|21900913
739|CHA|ORL|2020-02-03|100|112|21900741
619|PHI|CHI|2020-01-17|100|89|21900620
648|MIN|DEN|2020-01-20|100|107|21900649
311|OKC|IND|2019-12-04|100|107|21900312
183|SAC|BOS|2019-11-17|100|99|21900184
92|MEM|HOU|2019-11-04|100|107|21900093
13|DET|ATL|2019-10-24|100|117|21900014
776|CHA|DAL|2020-02-08|100|116|21900778
692|DET|CLE|2020-01-27|100|115|21900693
589|PHX|CHA|2020-01-12|100|92|21900590
372|ATL|IND|2019-12-13|100|110|21900373
12|POR|DEN|2019-10-23|100|108|21900013
711|SAC|OKC|2020-01-29|100|120|21900713
117|WAS|CLE|2019-11-08|100|113|21900118
10|UTA|OKC|2019-10-23|100|95|21900011
406|CLE|CHA|2019-12-18|100|98|21900407
122|DEN|PHI|2019-11-08|100|97|21900123
992|WAS|IND|2020-08-03|100|111|21901252
787|WAS|MEM|2020-02-09|99|106|21900789
541|WAS|BOS|2020-01-06|99|94|21900542
407|DET|TOR|2019-12-18|99|112|21900408
61|OKC|POR|2019-10-30|99|102|21900062
173|LAL|SAC|2019-11-15|99|97|21900174
1006|ORL|TOR|2020-08-05|99|109|21901266
548|TOR|POR|2020-01-07|99|101|21900549
17|CHA|MIN|2019-10-25|99|121|21900018
250|DAL|LAC|2019-11-26|99|114|21900251
892|PHX|GSW|2020-02-29|99|115|21900894
410|MIN|NOP|2019-12-18|99|107|21900411
607|MIN|IND|2020-01-15|99|104|21900608
342|IND|LAC|2019-12-09|99|110|21900343
677|SAS|PHX|2020-01-24|99|103|21900678
511|MIN|GSW|2020-01-02|99|84|21900512
578|DET|CHI|2020-01-11|99|108|21900579
613|NYK|PHX|2020-01-16|98|121|21900614
324|CHI|GSW|2019-12-06|98|100|21900325
826|NYK|IND|2020-02-21|98|106|21900828
131|MIN|DEN|2019-11-10|98|100|21900132
1003|WAS|PHI|2020-08-05|98|107|21901263
561|GSW|MIL|2020-01-08|98|107|21900562
146|PHI|CLE|2019-11-12|98|97|21900147
144|LAC|TOR|2019-11-11|98|88|21900145
670|ORL|BOS|2020-01-24|98|109|21900671
424|PHI|DAL|2019-12-20|98|117|21900425
467|ORL|PHI|2019-12-27|98|97|21900468
224|MIN|PHX|2019-11-23|98|100|21900225
968|MIA|CHA|2020-03-11|98|109|21900970
572|PHX|ORL|2020-01-10|98|94|21900573
510|CHI|UTA|2020-01-02|98|102|21900511
696|OKC|DAL|2020-01-27|97|107|21900697
601|GSW|DAL|2020-01-14|97|124|21900602
472|BOS|TOR|2019-12-28|97|113|21900473
688|ORL|LAC|2020-01-26|97|112|21900689
65|ATL|MIA|2019-10-31|97|106|21900066
352|PHI|DEN|2019-12-10|97|92|21900353
698|CHA|NYK|2020-01-28|97|92|21900699
249|GSW|OKC|2019-11-25|97|100|21900250
256|PHI|SAC|2019-11-27|97|91|21900257
301|NOP|DAL|2019-12-03|97|118|21900302
856|TOR|MIL|2020-02-25|97|108|21900858
160|CLE|MIA|2019-11-14|97|108|21900161
485|TOR|OKC|2019-12-29|97|98|21900486
461|OKC|MEM|2019-12-26|97|110|21900462
626|BKN|MIL|2020-01-18|97|117|21900627
1055|HOU|PHI|2020-08-14|96|134|21901315
1037|ORL|BKN|2020-08-11|96|108|21901297
221|DEN|BOS|2019-11-22|96|92|21900222
953|NYK|DET|2020-03-08|96|84|21900955
389|ATL|LAL|2019-12-15|96|101|21900390
40|DET|IND|2019-10-28|96|94|21900041
664|GSW|UTA|2020-01-22|96|129|21900665
746|MEM|DET|2020-02-03|96|82|21900748
87|SAS|LAL|2019-11-03|96|103|21900088
524|ORL|UTA|2020-01-04|96|109|21900525
877|TOR|CHA|2020-02-28|96|99|21900879
340|POR|OKC|2019-12-08|96|108|21900341
809|NYK|WAS|2020-02-12|96|114|21900811
303|DEN|LAL|2019-12-03|96|105|21900304
313|UTA|LAL|2019-12-04|96|121|21900314
209|MIN|UTA|2019-11-20|95|103|21900210
760|UTA|DEN|2020-02-05|95|98|21900762
270|NYK|PHI|2019-11-29|95|101|21900271
55|ORL|NYK|2019-10-30|95|83|21900056
48|PHX|UTA|2019-10-28|95|96|21900049
125|LAL|MIA|2019-11-08|95|80|21900126
182|CLE|PHI|2019-11-17|95|114|21900183
28|NYK|BOS|2019-10-26|95|118|21900029
197|MEM|GSW|2019-11-19|95|114|21900198
775|ORL|MIL|2020-02-08|95|111|21900777
24|LAL|UTA|2019-10-25|95|86|21900025
910|OKC|LAC|2020-03-03|94|109|21900912
451|POR|NOP|2019-12-23|94|102|21900452
931|BOS|UTA|2020-03-06|94|99|21900933
128|CHI|HOU|2019-11-09|94|117|21900129
49|SAC|DEN|2019-10-28|94|101|21900050
298|CLE|DET|2019-12-03|94|127|21900299
861|GSW|SAC|2020-02-25|94|112|21900863
364|SAC|OKC|2019-12-11|94|93|21900365
4|ORL|CLE|2019-10-23|94|85|21900005
246|CHI|POR|2019-11-25|94|117|21900247
273|MEM|UTA|2019-11-29|94|103|21900274
104|ATL|CHI|2019-11-06|93|113|21900105
490|ORL|ATL|2019-12-30|93|101|21900491
821|CHI|CHA|2020-02-20|93|103|21900823
957|UTA|TOR|2020-03-09|92|101|21900959
316|NYK|DEN|2019-12-05|92|129|21900317
789|CLE|LAC|2020-02-09|92|133|21900791
718|DET|TOR|2020-01-31|92|105|21900720
86|NYK|SAC|2019-11-03|92|113|21900087
777|DET|NYK|2020-02-08|92|95|21900779
658|NYK|LAL|2020-01-22|92|100|21900659
869|PHX|LAC|2020-02-26|92|102|21900871
344|CHI|TOR|2019-12-09|92|93|21900345
358|TOR|LAC|2019-12-11|92|112|21900359
496|CHA|BOS|2019-12-31|92|109|21900497
894|MIN|DAL|2020-03-01|91|111|21900896
70|ORL|MIL|2019-11-01|91|123|21900071
1048|BOS|WAS|2020-08-13|90|96|21901308
349|UTA|OKC|2019-12-09|90|104|21900350
196|LAC|OKC|2019-11-18|90|88|21900197
727|ORL|MIA|2020-02-01|89|102|21900729
949|WAS|MIA|2020-03-08|89|100|21900951
478|MIN|CLE|2019-12-28|88|94|21900479
903|ATL|MEM|2020-03-02|88|127|21900905
82|GSW|CHA|2019-11-02|87|93|21900083
498|SAC|LAC|2019-12-31|87|105|21900499
320|CLE|ORL|2019-12-06|87|93|21900321
135|NYK|CLE|2019-11-10|87|108|21900136
663|PHX|IND|2020-01-22|87|112|21900664
357|ORL|LAL|2019-12-11|87|96|21900358
78|ORL|DEN|2019-11-02|87|91|21900079
629|NYK|PHI|2020-01-18|87|90|21900630
111|CHA|BOS|2019-11-07|87|108|21900112
834|CHA|BKN|2020-02-22|86|115|21900836
874|GSW|LAL|2020-02-27|86|116|21900876
1005|LAL|OKC|2020-08-05|86|105|21901265
642|CLE|NYK|2020-01-20|86|106|21900643
189|BKN|IND|2019-11-18|86|115|21900190
468|ATL|MIL|2019-12-27|86|112|21900469
194|PHX|BOS|2019-11-18|85|99|21900195
893|CHA|MIL|2020-03-01|85|93|21900895
726|IND|NYK|2020-02-01|85|92|21900728
21|OKC|WAS|2019-10-25|85|97|21900022
509|MIA|TOR|2020-01-02|84|76|21900510
30|CHI|TOR|2019-10-26|84|108|21900031
641|CHA|ORL|2020-01-20|83|106|21900642
175|IND|MIL|2019-11-16|83|102|21900176
268|ORL|TOR|2019-11-29|83|90|21900269
460|BKN|NYK|2019-12-26|82|94|21900461
673|CHI|SAC|2020-01-24|81|98|21900674
392|GSW|SAC|2019-12-15|79|100|21900393
918|BKN|MEM|2020-03-04|79|118|21900920
791|DET|CHA|2020-02-10|76|87|21900793
374|CHI|CHA|2019-12-13|73|83|21900375
